,interval_start_utc,interval_end_utc,sced_timestamp_utc,qse,dme,resource_name,resource_type,telemetered_resource_status,output_schedule,hsl,hasl,hdl,lsl,lasl,ldl,base_point,telemetered_net_output,as_responsibility_for_regup,as_responsibility_for_regdown,as_responsibility_for_rrs,as_responsibility_for_rrsffr,as_responsibility_for_nonspin,as_responsibility_for_ecrs,sced1_offer_curve,start_up_cold_offer,start_up_hot_offer,start_up_inter_offer,min_gen_cost,sced_tpo_offer_curve
10,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QGOLDN,YGOLDE,AEEC_ELK_1,SCGT90,OUT,0.0,190.0,190.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [85.0, -250.0], [85.0, 23.46], [99.0, 24.97], [112.0, 26.46], [125.0, 28.04], [138.0, 29.7], [151.0, 31.45], [164.0, 33.29], [177.0, 35.21], [190.0, 37.22], [209.0, 40.31], [209.0, 40.31]]",6653.17,6653.17,6653.17,45.37,"[[85.0, 23.46], [99.0, 24.97], [112.0, 26.46], [125.0, 28.04], [138.0, 29.7], [151.0, 31.45], [164.0, 33.29], [177.0, 35.21], [190.0, 37.22], [209.0, 40.31]]"
11,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QGOLDN,YGOLDE,AEEC_ELK_2,SCGT90,EMRSWGR,0.0,187.1,187.100006103516,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [85.0, -250.0], [85.0, 12.51], [96.8000030517578, 13.13], [109.800003051758, 13.85], [122.800003051758, 14.61], [135.800003051758, 15.42], [148.800003051758, 16.26], [161.800003051758, 17.15], [174.800003051758, 18.09], [187.800003051758, 19.06], [206.600006103516, 20.55], [206.600006103516, 20.55]]",6653.17,6653.17,6653.17,22.79,"[[85.0, 12.51], [96.8, 13.13], [109.8, 13.85], [122.8, 14.61], [135.8, 15.42], [148.8, 16.26], [161.8, 17.15], [174.8, 18.09], [187.8, 19.06], [206.6, 20.55]]"
12,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QGOLDN,YGOLDE,AEEC_ELK_3,SCGT90,ON,184.8,184.4,184.399993896484,184.399993896484,85.0,85.0,104.179016113281,184.399993896484,184.17902,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [85.0, -250.0], [85.0, 12.51], [101.199996948242, 13.36], [113.199996948242, 14.04], [125.199996948242, 14.75], [137.199996948242, 15.5], [149.199996948242, 16.29], [161.199996948242, 17.11], [173.199996948242, 17.97], [185.199996948242, 18.86], [203.699996948242, 20.31], [203.699996948242, 20.31]]",6653.17,6653.17,6653.17,22.79,"[[85.0, 12.51], [101.2, 13.36], [113.2, 14.04], [125.2, 14.75], [137.2, 15.5], [149.2, 16.29], [161.2, 17.11], [173.2, 17.97], [185.2, 18.86], [203.7, 20.31]]"
13,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QGALT4,YGALT,AGUAYO_UNIT1,WIND,ON,30.3,30.3,30.25,30.25,0.0,0.0,0.0,30.25,30.25,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -44.22], [196.800003051758, -44.21], [196.800003051758, -44.21]]",,,,,"[[0.0, -44.22], [196.8, -44.21]]"
14,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTENSK,YWESTT,AJAXWIND_UNIT1,WIND,ON,36.8,36.9,36.686450958252,36.8716583251953,0.0,0.0,0.0,36.8716583251953,36.77059,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -37.98], [226.0, -37.97], [226.0, -37.97]]",,,,,"[[0.0, -37.98], [226.0, -37.97]]"
15,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTENSK,YWESTT,AJAXWIND_UNIT2,WIND,ON,18.7,19.0,18.7728786468506,19.0030479431152,0.0,0.0,0.0,19.0030479431152,18.72572,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -37.98], [141.0, -37.97], [141.0, -37.97]]",,,,,"[[0.0, -37.98], [141.0, -37.97]]"
16,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QECNR,YEONCR,ALGODON_UNIT1,WIND,ON,97.4,97.4,97.5396041870117,97.4164733886719,0.0,0.0,0.0,97.4164733886719,97.36919,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -40.77], [171.600006103516, -40.72], [171.600006103516, -40.72]]",0.0,0.0,0.0,0.0,"[[0.0, -40.77], [171.6, -40.72]]"
17,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QECNR,YEONCR,ALGODON_UNIT2,WIND,ON,10.9,11.0,10.93625831604,11.0208539962769,0.0,0.0,0.0,11.0208539962769,10.93626,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -40.77], [28.6000003814697, -40.72], [28.6000003814697, -40.72]]",0.0,0.0,0.0,0.0,"[[0.0, -40.77], [28.6, -40.72]]"
18,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QHEI1,YHABIT,ALP_BESS_BESS1,PWRSTR,ON,9.9,100.0,60.0940055847168,60.0940055847168,0.0,0.0,0.0,0.0,0.004,0.0,0.0,15.7,0.0,0.0,24.2,"[[0.0, -250.0], [0.0, 80.01], [0.100000001490116, 153.78], [0.400000005960464, 167.23], [1.89999997615814, 176.83], [5.80000019073486, 184.28], [14.3000001907349, 190.38], [30.7999992370605, 195.53], [60.0999984741211, 200.0], [60.0999984741211, 4999.99], [100.0, 5000.0], [100.0, 5000.0]]",0.0,0.0,0.0,0.0,"[[0.0, 80.01], [0.1, 153.78], [0.4, 167.23], [1.9, 176.83], [5.8, 184.28], [14.3, 190.38], [30.8, 195.53], [60.1, 200.0], [60.1, 4999.99], [100.0, 5000.0]]"
19,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QSUE74,YSUEZ,ALVIN_UNIT1,PWRSTR,ON,5.6,9.9,4.39999961853027,4.39999961853027,0.0,0.0,0.0,0.00154366868082434,0.0,0.0,0.0,3.4,0.0,0.0,2.1,"[[0.0, -250.0], [0.0, 40.05], [0.100000001490116, 119.88], [1.0, 119.89], [1.89999997615814, 129.89], [3.79999995231628, 134.89], [3.90000009536743, 4999.99], [9.89999961853027, 5000.0], [9.89999961853027, 5000.0]]",0.0,0.0,0.0,0.0,"[[0.0, 40.05], [0.1, 119.88], [1.0, 119.89], [1.9, 129.89], [3.8, 134.89], [3.9, 4999.99], [9.9, 5000.0]]"
20,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTENSK,YAMADE,AMADEUS1_UNIT1,WIND,ON,1.5,1.6,1.52674341201782,1.64661967754364,0.0,0.0,0.0,1.64661967754364,1.50231,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -31.65], [36.7000007629395, -31.64], [36.7000007629395, -31.64]]",,,,,"[[0.0, -31.65], [36.7, -31.64]]"
21,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTENSK,YAMADE,AMADEUS1_UNIT2,WIND,ON,2.3,2.5,2.3338611125946,2.48925280570984,0.0,0.0,0.0,2.48925280570984,2.27012,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -31.65], [35.7999992370605, -31.64], [35.7999992370605, -31.64]]",,,,,"[[0.0, -31.65], [35.8, -31.64]]"
22,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTENSK,YAMADE,AMADEUS2_UNIT3,WIND,ON,12.4,12.2,11.9243669509888,12.2074451446533,0.0,0.0,0.0,12.2074451446533,12.37812,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -31.65], [177.699996948242, -31.64], [177.699996948242, -31.64]]",,,,,"[[0.0, -31.65], [177.7, -31.64]]"
23,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QSTEC,YIBWC,AMISTAD_AMISTAG1,HYDRO,ONEMR,18.0,22.0,22.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [18.0, -250.0], [19.0, 4999.99], [22.0, 5000.0]]",,,,,[]
24,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QSTEC,YIBWC,AMISTAD_AMISTAG2,HYDRO,OUT,0.0,22.0,22.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [1.0, 4999.99], [22.0, 5000.0]]",,,,,[]
25,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTENSK,YSHGRP,AMOCOOIL_CC1_1,CCGT90,ONOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, 5000.0]]",,,,,[]
26,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTENSK,YSHGRP,AMOCOOIL_CC2_7,CCGT90,ONOS,152.6,154.0,154.0,154.0,153.0,153.0,153.0,153.0,152.60287,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [152.602874755859, -250.0], [153.602874755859, 4999.99], [154.0, 5000.0]]",,,,,[]
27,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QECNR4,YEONCR,ANACACHO_ANA,WIND,ON,50.5,50.9,50.4826850891113,50.8669853210449,0.0,0.0,0.0,50.8669853210449,50.48269,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -2.05], [99.8000030517578, -2.0], [99.8000030517578, -2.0]]",0.0,0.0,0.0,0.0,"[[0.0, -2.05], [99.8, -2.0]]"
28,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QENE11,YENELT,ANCHOR_BESS1,PWRSTR,ON,0.3,35.2,7.20000076293945,7.20000076293945,0.0,0.0,0.0,7.20000076293945,7.22363,0.0,0.0,16.6,0.0,0.0,11.4,"[[0.0, -250.0], [0.0, 35.38], [12.0, 35.39], [15.6999998092651, 49.8], [16.1000003814697, 57.75], [16.2000007629395, 106.36], [18.6000003814697, 106.37], [18.7000007629395, 183.64], [21.2000007629395, 183.65], [21.2999992370605, 4999.99], [35.2000007629395, 5000.0], [35.2000007629395, 5000.0]]",0.0,0.0,0.0,0.0,"[[0.0, 35.38], [12.0, 35.39], [15.7, 49.8], [16.1, 57.75], [16.2, 106.36], [18.6, 106.37], [18.7, 183.64], [21.2, 183.65], [21.3, 4999.99], [35.2, 5000.0]]"
29,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QENE11,YENELT,ANCHOR_BESS2,PWRSTR,ON,3.7,36.3,21.0999984741211,21.0999984741211,0.0,0.0,0.0,16.1075401306152,11.86581,0.0,0.0,0.0,0.0,9.0,15.2,"[[0.0, -250.0], [0.0, 38.85], [16.1000003814697, 38.86], [16.2000007629395, 74.99], [30.7999992370605, 75.0], [30.8999996185303, 4999.99], [36.2999992370605, 5000.0], [36.2999992370605, 5000.0]]",0.0,0.0,0.0,0.0,"[[0.0, 38.85], [16.1, 38.86], [16.2, 74.99], [30.8, 75.0], [30.9, 4999.99], [36.3, 5000.0]]"
30,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QENE11,YENELT,ANCHOR_WIND1,WIND,ON,0.0,0.3,0.349999994039536,0.340000003576279,0.0,0.0,0.0,0.340000003576279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -39.98], [16.0, -39.97], [16.0, -39.97]]",0.0,0.0,0.0,0.0,"[[0.0, -39.98], [16.0, -39.97]]"
31,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QENE11,YENELT,ANCHOR_WIND2,WIND,ON,6.9,7.2,7.26000022888184,7.21999979019165,0.0,0.0,0.0,7.21999979019165,6.89327,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -39.98], [98.9000015258789, -39.97], [98.9000015258789, -39.97]]",0.0,0.0,0.0,0.0,"[[0.0, -39.98], [98.9, -39.97]]"
32,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QENE11,YENELT,ANCHOR_WIND3,WIND,ON,3.9,4.0,4.07000017166138,3.99000000953674,0.0,0.0,0.0,3.99000000953674,3.88439,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -39.98], [90.0, -39.97], [90.0, -39.97]]",0.0,0.0,0.0,0.0,"[[0.0, -39.98], [90.0, -39.97]]"
33,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QENE11,YENELT,ANCHOR_WIND4,WIND,ON,3.2,3.6,3.5,3.59999990463257,0.0,0.0,0.0,3.59999990463257,3.24925,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -39.98], [38.7000007629395, -39.97], [38.7000007629395, -39.97]]",0.0,0.0,0.0,0.0,"[[0.0, -39.98], [38.7, -39.97]]"
34,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QENE11,YENELT,ANCHOR_WIND5,WIND,ON,0.3,0.6,0.579999983310699,0.569999992847443,0.0,0.0,0.0,0.569999992847443,0.3475,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -39.98], [19.2999992370605, -39.97], [19.2999992370605, -39.97]]",0.0,0.0,0.0,0.0,"[[0.0, -39.98], [19.3, -39.97]]"
35,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QIPLU2,YIPLU2,ANDMDSLR_BESS1,PWRSTR,ON,80.1,79.6,79.605598449707,79.605598449707,0.0,0.0,0.0,0.0,79.07838,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, 5000.0], [79.605598449707, 5000.0]]",,,,,"[[0.0, 5000.0], [0.1, 5000.0], [81.9, 5000.0]]"
36,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QIPLU2,YIPLU2,ANDMDSLR_BESS2,PWRSTR,ON,77.7,78.1,78.0999984741211,78.0999984741211,0.0,0.0,0.0,0.0,77.68452,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, 5000.0], [78.0999984741211, 5000.0]]",,,,,"[[0.0, 5000.0], [0.1, 5000.0], [78.1, 5000.0]]"
37,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QIPLU2,YIPLU2,ANDMDSLR_UNIT1,PVGR,ON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -4.01], [162.0, -4.0], [162.0, -4.0]]",,,,,"[[0.0, -4.01], [162.0, -4.0]]"
38,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QIPLU2,YIPLU2,ANDMDSLR_UNIT2,PVGR,ON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -4.01], [162.0, -4.0], [162.0, -4.0]]",,,,,"[[0.0, -4.01], [162.0, -4.0]]"
39,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QSUE53,YPLUSP,ANEM_ESS_BESS1,PWRSTR,ON,0.0,200.0,200.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, 35.0], [25.0, 35.0], [25.0, 45.0], [70.0, 45.0], [70.0, 60.0], [140.0, 60.0], [140.0, 100.0], [200.0, 100.0], [200.0, 100.0]]",,,,,"[[0.0, 35.0], [25.0, 35.0], [25.0, 45.0], [70.0, 45.0], [70.0, 60.0], [140.0, 60.0], [140.0, 100.0], [200.0, 100.0]]"
40,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QSUE74,YSUEZ,ANGLETON_UNIT1,PWRSTR,ONREG,4.7,9.9,4.39999961853027,4.39999961853027,0.0,0.0,0.0,2.52815341949463,2.089,0.0,0.0,3.4,0.0,0.0,2.1,"[[0.0, -250.0], [0.0, 15.0], [0.100000001490116, 34.99], [2.20000004768372, 35.0], [4.30000019073486, 75.0], [8.60000038146973, 250.0], [8.69999980926514, 4999.99], [9.89999961853027, 5000.0], [9.89999961853027, 5000.0]]",0.0,0.0,0.0,0.0,"[[0.0, 15.0], [0.1, 34.99], [2.2, 35.0], [4.3, 75.0], [8.6, 250.0], [8.7, 4999.99], [9.9, 5000.0]]"
41,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTEN26,YAPEXC,ANG_SLR_BESS1,PWRSTR,ON,29.9,100.0,100.0,100.0,0.0,0.0,0.0,5.00018310546875,86.69939,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, 32.59], [5.0, 32.6], [5.09999990463257, 4999.99], [99.9999923706055, 5000.0], [100.0, 5000.0]]",,,,,"[[0.0, 32.59], [5.0, 32.6], [5.1, 4999.99], [100.0, 5000.0]]"
42,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QTEN26,YAPEXC,ANG_SLR_UNIT1,PVGR,ON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -37.98], [195.0, -37.97], [195.0, -37.97]]",,,,,"[[0.0, -37.98], [195.0, -37.97]]"
43,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QESVEM,YANOLE,ANOL_ESS_BES1,PWRSTR,ONTEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, 5000.0]]",,,,,[]
44,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QSUE20,YSUEZ,ANSON1_UNIT1,PVGR,ON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -18.01], [100.0, -18.0], [100.0, -18.0]]",,,,,"[[0.0, -18.01], [100.0, -18.0]]"
45,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QSUE20,YSUEZ,ANSON1_UNIT2,PVGR,ON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -18.01], [100.0, -18.0], [100.0, -18.0]]",,,,,"[[0.0, -18.01], [100.0, -18.0]]"
46,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QSUE79,YSUEZ,ANTL_ESS_BES1,PWRSTR,ONTEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, 5000.0]]",,,,,[]
47,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QEDF43,YEDFRN,APOGEE_UNIT1,WIND,ON,1.0,1.0,0.974131405353546,0.974725246429443,0.0,0.0,0.0,0.974725246429443,0.97413,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -36.71], [20.0, -36.7], [20.0, -36.7]]",,,,,"[[0.0, -36.71], [20.0, -36.7]]"
48,2025-06-11 02:00:00+00:00,2025-06-11 02:15:00+00:00,2025-06-11 02:00:12+00:00,QEDF43,YEDFRN,APOGEE_UNIT2,WIND,ON,1.8,1.7,1.76190221309662,1.72620213031769,0.0,0.0,0.0,1.72620213031769,1.7619,0.0,0.0,0.0,0.0,0.0,0.0,"[[0.0, -250.0], [0.0, -36.71], [14.0, -36.7], [14.0, -36.7]]",,,,,"[[0.0, -36.71], [14.0, -36.7]]"
